ReporterName	ReporterDatabaseEntry
1553482_PM_at	NM_153040
1553483_PM_at	NM_152762
1553484_PM_at	NM_144667
1553485_PM_at	NM_153038
1553486_PM_a_at	NM_173625
1553488_PM_at	NM_144674
1553489_PM_a_at	NM_144674
1553491_PM_at	NM_173598
1553492_PM_a_at	NM_006192
1553493_PM_a_at	NM_152566
1553494_PM_at	NM_152566
1553497_PM_at	NM_152768
1553498_PM_at	NM_018572
1553499_PM_s_at	AY185496
1553500_PM_at	NM_012159
1553502_PM_a_at	NM_053016
1553504_PM_at	NM_054032
1553505_PM_at	NM_144670
1553506_PM_at	NM_173077
1553507_PM_a_at	NM_005284
1553508_PM_at	NM_148895
1553510_PM_s_at	NM_005444
1553511_PM_at	NM_152219
1553512_PM_at	NM_173860
1553513_PM_at	NM_078625
1553514_PM_a_at	NM_078625
1553515_PM_at	NM_138336
1553517_PM_at	AF517122
1553518_PM_at	AF355799
1553519_PM_at	NM_145180
1553521_PM_at	NM_080389
1553523_PM_at	NM_176822
1553524_PM_at	NM_145695
1553525_PM_at	NM_176810
1553526_PM_at	NM_176811
1553527_PM_at	NM_176820
1553528_PM_a_at	NM_139052
1553529_PM_at	NM_152232
1553530_PM_a_at	NM_033669
1553531_PM_at	NM_138322
1553532_PM_a_at	NM_032819
1553533_PM_at	NM_020647
1553534_PM_at	NM_176821
1553535_PM_a_at	NM_002883
1553536_PM_at	NM_018615
1553537_PM_at	NM_175068
1553538_PM_s_at	NM_173704
1553539_PM_at	NM_175053
1553540_PM_a_at	NM_001532
1553541_PM_at	NM_177398
1553542_PM_at	NM_176816
1553544_PM_at	NM_054021
1553545_PM_at	NM_175924
1553546_PM_at	NM_018614
1553547_PM_at	NM_018605
1553549_PM_at	NM_173856
1553550_PM_at	NM_173858
1553551_PM_s_at	NM_173709
1553552_PM_at	NM_053278
1553553_PM_at	NM_176881
1553555_PM_at	NM_176817
1553556_PM_at	NM_176882
1553558_PM_at	NM_176883
1553559_PM_at	NM_173490
1553560_PM_at	NM_173857
1553561_PM_at	NM_176890
1553562_PM_at	NM_172100
1553564_PM_at	NM_080676
1553565_PM_s_at	NM_012137
1553566_PM_at	NM_153685
1553567_PM_s_at	NM_173702
1553568_PM_a_at	NM_005323
1553569_PM_at	NM_173705
1553570_PM_x_at	NM_173705
1553572_PM_a_at	NM_134268
1553573_PM_s_at	NM_001405
1553574_PM_at	NM_176891
1553575_PM_at	NM_173714
1553579_PM_a_at	NM_058206
1553581_PM_s_at	NM_173829
1553582_PM_a_at	NM_058207
1553583_PM_a_at	NM_003251
1553584_PM_at	NM_176819
1553585_PM_a_at	NM_021049
1553586_PM_at	NM_175901
1553587_PM_a_at	NM_019896
1553588_PM_at	NM_173710
1553589_PM_a_at	NM_005764
1553590_PM_at	NM_175923
1553591_PM_at	NM_080842
1553592_PM_x_at	NM_080842
1553593_PM_a_at	NM_005421
1553594_PM_a_at	NM_005543
1553599_PM_a_at	AF492003
1553600_PM_at	NM_147196
1553601_PM_a_at	NM_147196
1553602_PM_at	NM_058173
1553603_PM_s_at	NM_022374
1553604_PM_at	NM_152701
1553605_PM_a_at	NM_152701
1553607_PM_at	NM_138968
1553608_PM_a_at	NM_138968
1553611_PM_s_at	NM_173583
1553612_PM_at	NM_058230
1553613_PM_s_at	NM_001453
1553614_PM_a_at	NM_173604
1553618_PM_at	NM_138800
1553619_PM_a_at	NM_138800
1553620_PM_at	NM_152616
1553622_PM_a_at	NM_152597
1553623_PM_at	NM_032757
1553625_PM_at	NM_173611
1553626_PM_a_at	NM_152347
1553627_PM_s_at	NM_152347
1553629_PM_a_at	NM_130899
1553630_PM_at	NM_173554
1553633_PM_s_at	NM_139173
1553634_PM_a_at	NM_173677
1553635_PM_s_at	NM_152665
1553636_PM_at	NM_152453
1553637_PM_s_at	NM_152453
1553639_PM_a_at	NM_133263
1553640_PM_at	NM_173683
1553641_PM_a_at	NM_052933
1553642_PM_at	NM_152571
1553644_PM_at	NM_152592
1553645_PM_at	NM_173648
1553646_PM_at	NM_144657
1553647_PM_at	NM_152342
1553651_PM_at	NM_173529
1553652_PM_a_at	NM_173529
1553654_PM_at	NM_153262
1553655_PM_at	NM_152623
1553656_PM_at	NM_058222
1553657_PM_at	NM_173615
1553658_PM_at	NM_152508
1553660_PM_at	NM_148959
1553661_PM_a_at	NM_148959
1553663_PM_a_at	NM_148896
1553666_PM_at	NM_080654
1553668_PM_at	NM_032773
1553670_PM_at	NM_033547
1553672_PM_at	NM_145240
1553673_PM_at	NM_080836
1553674_PM_at	NM_145258
1553675_PM_at	NM_138343
1553677_PM_a_at	NM_152902
1553678_PM_a_at	NM_133376
1553679_PM_s_at	NM_173517
1553681_PM_a_at	NM_005041
1553682_PM_at	NM_152441
1553683_PM_s_at	NM_152441
1553684_PM_at	NM_173672
1553685_PM_s_at	NM_138473
1553686_PM_at	NM_145055
1553688_PM_at	NM_152396
1553689_PM_s_at	NM_152396
1553690_PM_at	NM_138484
1553691_PM_at	NM_152490
1553693_PM_s_at	NM_032783
1553694_PM_a_at	NM_002645
1553695_PM_a_at	NM_170722
1553696_PM_s_at	NM_152484
1553697_PM_at	NM_145257
1553698_PM_a_at	NM_145257
1553701_PM_a_at	NM_152511
1553702_PM_at	NM_138366
1553703_PM_at	NM_153358
1553704_PM_x_at	NM_153358
1553705_PM_a_at	NM_000740
1553706_PM_at	NM_153692
1553708_PM_at	NM_032761
1553709_PM_a_at	NM_032284
1553710_PM_at	NM_153027
1553711_PM_a_at	NM_153027
1553713_PM_a_at	NM_144593
1553715_PM_s_at	NM_032371
1553717_PM_at	NM_153033
1553718_PM_at	NM_152909
1553719_PM_s_at	NM_152909
1553720_PM_a_at	NM_152704
1553721_PM_at	NM_173557
1553722_PM_s_at	NM_173557
1553723_PM_at	NM_170776
1553725_PM_s_at	NM_016620
1553726_PM_s_at	NM_152730
1553727_PM_at	NM_173593
1553728_PM_at	NM_152759
1553729_PM_s_at	NM_152759
1553730_PM_x_at	NM_152759
1553732_PM_s_at	NM_032816
1553734_PM_at	NM_152327
1553736_PM_at	NM_144982
1553739_PM_at	NM_001570
1553740_PM_a_at	NM_001570
1553741_PM_at	NM_153709
1553743_PM_at	NM_145280
1553746_PM_a_at	NM_173591
1553747_PM_at	NM_032923
1553749_PM_at	NM_144664
1553750_PM_a_at	NM_144664
1553752_PM_at	NM_080608
1553755_PM_at	NM_138454
1553756_PM_at	NM_032764
1553757_PM_at	NM_032263
1553759_PM_at	NM_153255
1553761_PM_at	NM_173566
1553764_PM_a_at	NM_032876
1553765_PM_a_at	NM_052904
1553768_PM_a_at	NM_173674
1553769_PM_at	NM_033438
1553770_PM_a_at	NM_033438
1553772_PM_at	NM_152776
1553775_PM_at	NM_152532
1553776_PM_at	NM_152489
1553778_PM_at	NM_152559
1553780_PM_at	NM_152646
1553781_PM_at	NM_080660
1553785_PM_at	NM_152545
1553787_PM_at	NM_145013
1553789_PM_a_at	NM_058180
1553792_PM_at	NM_032202
1553793_PM_a_at	NM_032202
1553794_PM_at	NM_145286
1553796_PM_at	NM_153011
1553797_PM_a_at	NM_153011
1553798_PM_a_at	NM_145032
1553799_PM_at	NM_152647
1553801_PM_a_at	NM_080664
1553802_PM_a_at	NM_005634
1553803_PM_at	NM_152343
1553804_PM_a_at	NM_152343
1553805_PM_at	NM_138808
1553808_PM_a_at	NM_145285
1553809_PM_a_at	NM_153237
1553810_PM_a_at	NM_020890
1553811_PM_at	NM_032897
1553812_PM_at	NM_032760
1553813_PM_s_at	NM_032760
1553815_PM_a_at	NM_152634
1553817_PM_at	NM_014348
1553818_PM_x_at	NM_014348
1553821_PM_at	NM_144983
1553822_PM_at	NM_153708
1553823_PM_a_at	NM_153708
1553826_PM_a_at	NM_145270
1553828_PM_at	NM_152315
1553829_PM_at	NM_173652
1553830_PM_s_at	NM_005361
1553831_PM_at	NM_152426
1553832_PM_at	NM_145179
1553834_PM_at	NM_153264
1553835_PM_a_at	NM_153264
1553837_PM_at	NM_138575
1553838_PM_at	NM_152543
1553839_PM_at	NM_173463
1553840_PM_a_at	NM_173463
1553842_PM_at	NM_153346
1553843_PM_at	NM_153714
1553844_PM_a_at	NM_153714
1553845_PM_x_at	NM_153714
1553846_PM_at	NM_152719
1553847_PM_a_at	NM_152719
1553849_PM_at	NM_145050
1553850_PM_at	NM_153754
1553851_PM_at	NM_152323
1553852_PM_at	NM_152564
1553856_PM_s_at	NM_014499
1553857_PM_at	NM_173588
1553858_PM_at	NM_024784
1553859_PM_at	NM_004179
1553860_PM_at	NM_152494
1553861_PM_at	NM_152772
1553863_PM_at	NM_173524
1553864_PM_at	NM_138339
1553865_PM_a_at	NM_138339
1553868_PM_a_at	NM_173665
1553869_PM_at	NM_144665
1553871_PM_at	NM_152771
1553872_PM_at	NM_152914
1553873_PM_at	NM_153270
1553874_PM_a_at	NM_032805
1553875_PM_s_at	NM_032805
1553876_PM_at	NM_152552
1553878_PM_at	NM_152413
1553879_PM_a_at	NM_152413
1553880_PM_at	NM_173541
1553881_PM_at	NM_032763
1553882_PM_at	NM_145302
1553883_PM_at	NM_152659
1553885_PM_x_at	NM_152659
1553886_PM_at	NM_152389
1553887_PM_at	NM_173635
1553888_PM_at	NM_144972
1553889_PM_at	NM_054030
1553890_PM_s_at	NM_145807
1553891_PM_at	NM_173484
1553893_PM_at	NM_173482
1553894_PM_at	NM_144974
1553895_PM_at	NM_173525
1553898_PM_a_at	NM_152746
1553900_PM_s_at	NM_131915
1553901_PM_x_at	NM_052852
1553905_PM_at	NM_152632
1553906_PM_s_at	NM_173558
1553907_PM_a_at	NM_152596
1553909_PM_x_at	NM_144592
1553910_PM_at	NM_152488
1553911_PM_at	NM_173643
1553912_PM_at	NM_173661
1553914_PM_at	NM_153227
1553915_PM_at	NM_173577
1553917_PM_at	NM_152671
1553918_PM_at	NM_152506
1553919_PM_at	NM_173520
1553920_PM_at	NM_173521
1553923_PM_at	NM_173586
1553924_PM_at	NM_138784
1553927_PM_at	NM_145304
1553928_PM_at	NM_153702
1553929_PM_at	NM_133492
1553930_PM_at	NM_138327
1553931_PM_at	NM_145303
1553934_PM_at	NM_152728
1553935_PM_at	NM_032917
1553936_PM_a_at	NM_032917
1553938_PM_a_at	NM_145001
1553940_PM_a_at	NM_144598
1553943_PM_at	NM_138291
1553944_PM_at	NM_054024
1553945_PM_at	NM_145171
1553946_PM_at	NM_053283
1553947_PM_at	NM_058219
1553949_PM_at	NM_152639
1553952_PM_at	NM_144637
1553954_PM_at	BU682208
1553955_PM_at	AY134855
1553956_PM_at	BG194770
1553957_PM_at	AK092760
1553959_PM_a_at	N95564
1553960_PM_at	CA447177
1553961_PM_s_at	CA447177
1553962_PM_s_at	BI668074
1553963_PM_at	AV686810
1553965_PM_x_at	AV686810
1553967_PM_at	BI524128
1553968_PM_a_at	BI524128
1553970_PM_s_at	BC042510
1553971_PM_a_at	AL831967
1553972_PM_a_at	BC007257
1553973_PM_a_at	BC032003
1553974_PM_at	BC030758
1553976_PM_a_at	BC031695
1553977_PM_a_at	BC010358
1553978_PM_at	BC010931
1553979_PM_at	BC020854
1553982_PM_a_at	AY094596
1553983_PM_at	AF258562
1553984_PM_s_at	AF258562
1553986_PM_at	BC023566
1553987_PM_at	BC007973
1553989_PM_a_at	AY039759
1553990_PM_at	BC039154
1553991_PM_s_at	BC034471
1553992_PM_s_at	BC034248
1553993_PM_s_at	BC024312
1553994_PM_at	BC015940
1553995_PM_a_at	BC015940
1553997_PM_a_at	BC034275
1553998_PM_at	BC029799
1554001_PM_at	BC036012
1554003_PM_at	BC012946
1554004_PM_a_at	BC012946
1554006_PM_a_at	BC006503
1554007_PM_at	BC036488
1554008_PM_at	BC010943
1554010_PM_at	BC012888
1554012_PM_at	BC027938
1554014_PM_at	BC007347
1554015_PM_a_at	BC007347
1554016_PM_a_at	BC006291
1554017_PM_at	BC020829
1554018_PM_at	BC011595
1554019_PM_s_at	BC033448
1554020_PM_at	BC010091
1554021_PM_a_at	AF505656
1554022_PM_at	BC036050
1554023_PM_s_at	BC036050
1554026_PM_a_at	BC041694
1554027_PM_a_at	BC030977
1554029_PM_a_at	BC030966
1554030_PM_at	BC029051
1554032_PM_at	AL135237
1554033_PM_at	BC018891
1554034_PM_a_at	BC018891
1554036_PM_at	BC036731
1554037_PM_a_at	BC036731
1554038_PM_at	BC030516
1554039_PM_at	BC009182
1554041_PM_at	BC021178
1554042_PM_s_at	BC021178
1554043_PM_a_at	BC012528
1554044_PM_a_at	AF454915
1554045_PM_at	AF542097
1554047_PM_at	BC024223
1554049_PM_s_at	BC013107
1554050_PM_at	BC014444
1554052_PM_at	BC040523
1554053_PM_at	BC007085
1554057_PM_at	BC017347
1554059_PM_at	BC011635
1554060_PM_s_at	BC011635
1554062_PM_at	AF380356
1554063_PM_at	BC012379
1554065_PM_at	BC028675
1554067_PM_at	BC036246
1554068_PM_s_at	BC036246
1554069_PM_at	BC038796
1554071_PM_at	BC031247
1554072_PM_s_at	BC031247
1554074_PM_s_at	BC022037
1554076_PM_s_at	BC015232
1554077_PM_a_at	BC007521
1554078_PM_s_at	BC032100
1554079_PM_at	BC037341
1554080_PM_at	BC007102
1554082_PM_a_at	BC009257
1554084_PM_a_at	BF969522
1554085_PM_at	BC012461
1554086_PM_at	BC007763
1554089_PM_s_at	BC010183
1554091_PM_a_at	BC032474
1554093_PM_a_at	BC014315
1554094_PM_at	BC020966
1554095_PM_at	BC011923
1554096_PM_a_at	BC011923
1554097_PM_a_at	BC021861
1554098_PM_at	BC032490
1554099_PM_a_at	BC032490
1554101_PM_a_at	BC018707
1554102_PM_a_at	BC018707
1554103_PM_at	BC009873
1554105_PM_at	BC022405
1554106_PM_at	AB053318
1554108_PM_at	AK096293
1554110_PM_at	BC021099
1554112_PM_a_at	BC034988
1554113_PM_a_at	BC025994
1554114_PM_s_at	AB072359
1554115_PM_at	BC030767
1554116_PM_s_at	BC031073
1554117_PM_at	BC040553
1554119_PM_at	BC010099
1554121_PM_at	BC012536
1554122_PM_a_at	BC012536
1554125_PM_a_at	BC032567
1554126_PM_at	BC040053
1554127_PM_s_at	BC040053
1554128_PM_at	BC029594
1554129_PM_a_at	BC029594
1554131_PM_at	BC030528
1554132_PM_a_at	BC030528
1554133_PM_at	BC041092
1554140_PM_at	BC032406
1554141_PM_s_at	BC032406
1554142_PM_at	BC020814
1554143_PM_a_at	BC020814
1554145_PM_a_at	BC040721
1554147_PM_s_at	AB063297
1554148_PM_a_at	BC014416
1554149_PM_at	BC013610
1554151_PM_at	BC009580
1554152_PM_a_at	BC009580
1554153_PM_a_at	BC015714
1554154_PM_at	BC013132
1554155_PM_at	BC030702
1554156_PM_a_at	AF492015
1554157_PM_a_at	AF492015
1554158_PM_at	BC034784
1554159_PM_a_at	BC034784
1554160_PM_a_at	BC017206
1554161_PM_at	BC033091
1554163_PM_at	BC033168
1554165_PM_at	BC031654
1554167_PM_a_at	BC012032
1554168_PM_a_at	AF542051
1554170_PM_a_at	BC031288
1554171_PM_at	BC013009
1554172_PM_a_at	BC013009
1554173_PM_at	BC028091
1554175_PM_at	AF427618
1554176_PM_a_at	AF115515
1554177_PM_a_at	BC011549
1554178_PM_a_at	BC039295
1554179_PM_s_at	BC032306
1554181_PM_at	BC040981
1554182_PM_at	BC033871
1554183_PM_s_at	BC033871
1554185_PM_at	BC029609
1554187_PM_at	AK097891
1554188_PM_at	BC039669
1554190_PM_s_at	BC036365
1554192_PM_s_at	BC035655
1554193_PM_s_at	AY048775
1554194_PM_at	BC031867
1554195_PM_a_at	BC021680
1554196_PM_at	BC034769
1554198_PM_at	BC034974
1554199_PM_at	BC035960
1554201_PM_at	BC033167
1554202_PM_x_at	BC033167
1554203_PM_at	AY077697
1554205_PM_s_at	BC000993
1554206_PM_at	BC025269
1554208_PM_at	BC032248
1554210_PM_at	BC021176
1554212_PM_s_at	BC034778
1554213_PM_at	BC036809
1554214_PM_at	BC008699
1554216_PM_at	BC017888
1554217_PM_a_at	BC017888
1554219_PM_at	BC027448
1554220_PM_a_at	BC027448
1554222_PM_at	BC033237
1554224_PM_at	BC030092
1554225_PM_a_at	BC030092
1554228_PM_a_at	BC029562
1554229_PM_at	AY174896
1554231_PM_a_at	AF492004
1554232_PM_a_at	BC018433
1554233_PM_at	BC040438
1554234_PM_at	BC034999
1554235_PM_at	BC022004
1554237_PM_at	BC032454
1554239_PM_s_at	BC033780
1554240_PM_a_at	BC008777
1554241_PM_at	BC007230
1554242_PM_a_at	BC007230
1554245_PM_x_at	BC030570
1554246_PM_at	BC041633
1554248_PM_at	BC024000
1554249_PM_a_at	BC024000
1554250_PM_s_at	BC033812
1554251_PM_at	BC022342
1554252_PM_a_at	BC034500
1554253_PM_a_at	BC028703
1554256_PM_a_at	BC008300
1554258_PM_a_at	AF368276
1554259_PM_at	BC017353
1554260_PM_a_at	BC021803
1554261_PM_at	BC015667
1554262_PM_s_at	BC015667
1554264_PM_at	BC010901
1554266_PM_at	BC033643
1554268_PM_at	BC021704
1554271_PM_a_at	BC019022
1554272_PM_at	BC017927
1554273_PM_a_at	BC017927
1554274_PM_a_at	AB072356
1554276_PM_at	BC041638
1554277_PM_s_at	BC036056
1554279_PM_a_at	BC007526
1554280_PM_a_at	BC033037
1554281_PM_at	BC019703
1554283_PM_at	BC021963
1554285_PM_at	AF450243
1554286_PM_at	BC033035
1554287_PM_at	BC011763
1554288_PM_at	BC037207
1554290_PM_at	BC038960
1554291_PM_at	BC014891
1554292_PM_a_at	BC014891
1554293_PM_at	BC041876
1554294_PM_s_at	BC041876
1554295_PM_x_at	BC041876
1554296_PM_at	BC035714
1554298_PM_a_at	BC035512
1554299_PM_at	AB049469
1554300_PM_a_at	BC036796
1554301_PM_at	BC013905
1554302_PM_s_at	BC013905
1554303_PM_at	AF523356
1554305_PM_at	BC014233
1554306_PM_at	BC015009
1554307_PM_at	BC025398
1554308_PM_s_at	BC022488
1554309_PM_at	BC030578
1554310_PM_a_at	BC030578
1554311_PM_a_at	BC033074
1554312_PM_at	BC032393
1554314_PM_at	BC036917
1554316_PM_at	BC017706
1554317_PM_s_at	BC010167
1554318_PM_at	BC022013
1554319_PM_at	BC017187
1554321_PM_a_at	BC018471
1554322_PM_a_at	BC039904
1554324_PM_s_at	BC040558
1554325_PM_at	BC016996
1554327_PM_a_at	AF328554
1554328_PM_at	BC041485
1554329_PM_x_at	BC041485
1554331_PM_a_at	BC036722
1554332_PM_a_at	BC025345
1554333_PM_at	BC031044
1554334_PM_a_at	BC031044
1554335_PM_at	BC017780
1554337_PM_at	BC021301
1554339_PM_a_at	BC038953
1554340_PM_a_at	BC021286
1554341_PM_a_at	BC011863
1554342_PM_s_at	BC011863
1554343_PM_a_at	BC014958
1554344_PM_s_at	AB040748
1554345_PM_a_at	BC015325
1554346_PM_at	BC011671
1554348_PM_s_at	BC018086
1554349_PM_at	BC033881
1554351_PM_a_at	BC009506
1554352_PM_s_at	BC041706
1554354_PM_at	BC040966
1554355_PM_a_at	BC040966
1554356_PM_at	BC027454
1554360_PM_at	BC010394
1554362_PM_at	BC031045
1554364_PM_at	BC016183
1554365_PM_a_at	BC016183
1554367_PM_at	BC036208
1554368_PM_at	AF417165
1554371_PM_at	BC014157
1554372_PM_at	BC043600
1554374_PM_at	BC029062
1554375_PM_a_at	AF478446
1554376_PM_s_at	BC027709
1554377_PM_a_at	AB100092
1554378_PM_a_at	BC022479
1554379_PM_a_at	AB055066
1554380_PM_at	AB071997
1554382_PM_at	AF258576
1554383_PM_a_at	BC028121
1554384_PM_at	BC009701
1554385_PM_a_at	BC009701
1554386_PM_at	AF494536
1554388_PM_at	BC032462
1554390_PM_s_at	BC036253
1554391_PM_at	BC009864
1554393_PM_a_at	AY050636
1554394_PM_at	AB085898
1554396_PM_at	BC011011
1554397_PM_s_at	BC011011
1554398_PM_at	AF323919
1554400_PM_at	AF519569
1554401_PM_a_at	AF519569
1554403_PM_a_at	BC011941
1554404_PM_a_at	BC018499
1554405_PM_a_at	AY063459
1554406_PM_a_at	BC013385
1554408_PM_a_at	BC007986
1554409_PM_at	BC040695
1554410_PM_a_at	BC040695
1554411_PM_at	AB062292
1554413_PM_s_at	BC041583
1554414_PM_a_at	BC031054
1554415_PM_at	BC041094
1554417_PM_s_at	AY113699
1554418_PM_s_at	AB056866
1554419_PM_x_at	AF268387
1554420_PM_at	AB078026
1554423_PM_a_at	AF233225
1554424_PM_at	BC017724
1554428_PM_s_at	AF376802
1554429_PM_a_at	BC019266
1554430_PM_at	AY033902
1554432_PM_x_at	AY033902
1554433_PM_a_at	BC005154
1554436_PM_a_at	AY126671
1554438_PM_at	BC018764
1554440_PM_at	BC030280
1554441_PM_a_at	AF479418
1554442_PM_at	BC041664
1554443_PM_s_at	BC041664
1554444_PM_s_at	BC028081
1554445_PM_at	BC008688
1554447_PM_at	BC029480
1554448_PM_at	BC029480
1554449_PM_at	BC041348
1554450_PM_s_at	BC041348
1554451_PM_s_at	AF141342
1554452_PM_a_at	BC001863
1554453_PM_at	BC008217
1554455_PM_at	BC010363
1554456_PM_a_at	BC010363
1554459_PM_s_at	BC020687
1554460_PM_at	BC027866
1554462_PM_a_at	AF115512
1554464_PM_a_at	BC008745
1554465_PM_s_at	BC012569
1554466_PM_a_at	BC007207
1554468_PM_s_at	AU143610
1554469_PM_at	BC030580
1554470_PM_s_at	BC030580
1554471_PM_a_at	BC028840
1554472_PM_a_at	BC015211
1554473_PM_at	BC029919
1554474_PM_a_at	BC018756
1554475_PM_a_at	BC023623
1554476_PM_x_at	BC033230
1554478_PM_a_at	BC033077
1554479_PM_a_at	AF511652
1554480_PM_a_at	AY150851
1554481_PM_a_at	BC039079
1554482_PM_a_at	BC002847
1554483_PM_at	AF361356
1554485_PM_s_at	BI825302
1554486_PM_a_at	BC009205
1554487_PM_a_at	BC008394
1554488_PM_at	BC016050
1554489_PM_a_at	BC016050
1554491_PM_a_at	BC022309
1554492_PM_at	BC037990
1554493_PM_s_at	BC037990
1554494_PM_at	BC013911
1554495_PM_s_at	BC013911
1554496_PM_at	BC030219
1554499_PM_s_at	BC008246
1554500_PM_a_at	AF493931
1554501_PM_at	BC031622
1554503_PM_a_at	BC035023
1554504_PM_at	BC038840
1554506_PM_x_at	BC038840
1554507_PM_at	BC027594
1554508_PM_at	BC029917
1554509_PM_a_at	BC020605
1554510_PM_s_at	AB009685
1554511_PM_at	BC042553
1554512_PM_a_at	BC032307
1554513_PM_s_at	BC032307
1554514_PM_at	BC013753
1554516_PM_at	BC011779
1554517_PM_x_at	BC011779
1554518_PM_at	BC032942
1554519_PM_at	BC042665
1554520_PM_at	BC009880
1554522_PM_at	BC021222
1554523_PM_a_at	BC021222
1554524_PM_a_at	AF397394
1554526_PM_at	BC022531
1554528_PM_at	AB063296
1554530_PM_at	BC028404
1554531_PM_at	BC032355
1554533_PM_at	BC029781
1554534_PM_at	BC008379
1554536_PM_at	BC008379
1554537_PM_at	BC017574
1554538_PM_at	BC018208
1554539_PM_a_at	BC018208
1554540_PM_at	BC042869
1554541_PM_a_at	BC011672
1554542_PM_at	BC025747
1554543_PM_at	BC007524
1554544_PM_a_at	L18865
1554545_PM_at	BC021711
1554547_PM_at	BC036453
1554549_PM_a_at	BC030654
1554550_PM_at	BC030535
1554553_PM_s_at	BC014974
1554554_PM_at	BC040264
1554555_PM_a_at	BC022451
1554556_PM_a_at	BC033880
1554557_PM_at	BC033880
1554558_PM_at	BC022967
1554559_PM_at	BC026357
1554560_PM_at	BC033073
1554564_PM_a_at	BC011943
1554565_PM_x_at	BC011943
1554566_PM_at	BC009961
1554568_PM_at	BC007223
1554569_PM_a_at	BC036391
1554571_PM_at	BC035636
1554572_PM_a_at	BC029360
1554574_PM_a_at	AF361370
1554575_PM_a_at	BC017801
1554576_PM_a_at	BC007242
1554577_PM_a_at	AY057056
1554578_PM_at	BC040161
1554579_PM_a_at	AB042648
1554580_PM_a_at	AJ001982
1554582_PM_a_at	BC039535
1554583_PM_a_at	BM460012
1554584_PM_at	BC040276
1554586_PM_a_at	BC034917
1554588_PM_a_at	BC033795
1554589_PM_at	BC015921
1554591_PM_at	BC020934
1554592_PM_a_at	BC028721
1554593_PM_s_at	BC028721
1554594_PM_at	AF258593
1554595_PM_at	BC030214
1554597_PM_at	BC016767
1554599_PM_x_at	BC016767
1554600_PM_s_at	BC033088
1554601_PM_at	AB070452
1554602_PM_at	BC017770
1554604_PM_at	BC036465
1554606_PM_at	BC040527
1554607_PM_at	AF418269
1554608_PM_at	BC028219
1554609_PM_at	BC019340
1554610_PM_at	BC033495
1554612_PM_at	BC033615
1554613_PM_a_at	BC033615
1554614_PM_a_at	AB051233
1554615_PM_at	BC013935
1554616_PM_at	BC034528
1554618_PM_at	BC009393
1554619_PM_at	BC038230
1554621_PM_at	BC022297
1554623_PM_x_at	BC022297
1554624_PM_a_at	BC025286
1554625_PM_at	AB076580
1554627_PM_a_at	BC012291
1554628_PM_at	BC028974
1554629_PM_at	BC027940
1554631_PM_at	BC007023
1554633_PM_a_at	AF036943
1554634_PM_at	BC039256
1554635_PM_a_at	AB054576
1554636_PM_at	BC032569
1554637_PM_a_at	BC015066
1554638_PM_at	BC032227
1554640_PM_at	BC039306
1554641_PM_a_at	BC022243
1554642_PM_at	BC015416
1554643_PM_at	BC040504
1554646_PM_at	BC041563
1554648_PM_a_at	BC020841
1554649_PM_at	BC012026
1554650_PM_a_at	BC012026
1554652_PM_s_at	BC033215
1554655_PM_a_at	BC033942
1554657_PM_a_at	BC031674
1554659_PM_at	BC037286
1554660_PM_a_at	BC036200
1554661_PM_s_at	BC036200
1554662_PM_at	BC022189
1554663_PM_a_at	BC043499
1554664_PM_at	BC021580
1554665_PM_at	BC027922
1554666_PM_at	BC029580
1554667_PM_s_at	BC025250
1554668_PM_a_at	BC015993
1554670_PM_at	BC029388
1554671_PM_a_at	BC041155
1554672_PM_at	BC013912
1554675_PM_a_at	BC034821
1554676_PM_at	BC022313
1554677_PM_s_at	AF479814
1554678_PM_s_at	AB066484
1554679_PM_a_at	AF317417
1554680_PM_s_at	BC027932
1554681_PM_a_at	BC042107
1554683_PM_a_at	BC042107
1554685_PM_a_at	BC020256
1554686_PM_at	BC008370
1554689_PM_a_at	BC034018
1554690_PM_a_at	BC041391
1554691_PM_a_at	BC008037
1554692_PM_at	BC013112
1554694_PM_at	AF413522
1554696_PM_s_at	AB077208
1554697_PM_at	AF488803
1554699_PM_at	BC039316
1554700_PM_at	BC036786
1554701_PM_a_at	BC028290
1554702_PM_at	BC028390
1554703_PM_at	BC040474
1554704_PM_at	BC033179
1554705_PM_at	BC033153
